Stagione;Data;Da;A;Nome;Spesa_A;Entrata_Da;Tipo_operazione;Costo_contratto;TP;Primavera
2021-22;2021-09-06;;Agghiaggiande;VANHEUSDEN;0,2;0,0;DEF;0,05;2022-08-07;
2021-22;2021-09-06;;Agghiaggiande;RASPADORI;7,2;0,0;DEF;0,15;2022-07-29;
2021-22;2021-09-06;;Parter;MORO;2,9;0,0;DEF;;2022-08-31;P
2021-22;2021-09-06;;FK Partizena;GONZALEZ N.;8,5;0,0;DEF;0,15;2025-06-30;
2021-22;2021-09-06;;CSKA Moscow Mule;CAICEDO;2,25;0,0;DEF;0,1;2022-01-28;
2021-22;2021-09-06;;Olympique Bidet;AINA;0,1;0,0;DEF;0,1;2022-07-19;
2021-22;2021-09-06;;Olympique Bidet;ZOET;0,1;0,0;DEF;0,05;2023-06-30;
2021-22;2021-09-06;;ACDF;BAJRAMI;0,8;0,0;DEF;0,1;2024-06-30;
2021-22;2021-09-06;;Der Holzfaller;CHIELLINI;0,6;0,0;DEF;0,1;2022-07-01;
2021-22;2021-09-06;;ACDF;ARNAUTOVIC;1,05;0,0;DEF;0,1;2024-06-30;
2021-22;2021-09-06;;Agghiaggiande;FRATTESI;4,0;0,0;DEF;0,15;2025-06-30;
2021-22;2021-09-06;;Parter;COULIBALY M.;1,1;0,0;DEF;0,15;2022-08-09;
2021-22;2021-09-06;;Olympique Bidet;KEITA B.;2,3;0,0;DEF;0,1;2022-07-16;
2021-22;2021-09-06;;Der Holzfaller;LOVATO;0,5;0,0;DEF;0,2;2026-06-30;
2021-22;2021-09-06;;Der Holzfaller;SHOMURODOV;1,65;0,0;DEF;0,2;2022-07-29;
2021-22;2021-09-06;;Big Black Cimamori;ODRIOZOLA;1,4;0,0;DEF;0,05;2022-07-16;
2021-22;2021-09-06;;Los Angeles;NIKOLAOU;0,4;0,0;DEF;0,05;2022-07-11;
2021-22;2021-09-06;;Vanndoria;KOKORIN;0,05;0,0;DEF;0,05;2022-01-31;
2021-22;2021-09-06;;Olympique Bidet;HAAS;0,05;0,0;DEF;0,1;2022-07-27;
2021-22;2021-09-06;;FK Partizena;ROSATI;0,05;0,0;DEF;0,02;2022-06-30;
2021-22;2021-09-06;;Agghiaggiande;ARAMU;0,6;0,0;DEF;0,05;2022-08-22;
2021-22;2021-09-06;;Los Angeles;AMPADU;0,6;0,0;DEF;0,05;2022-07-23;
2021-22;2021-09-06;;ACDF;ROMERO L.;0,65;0,0;DEF;;2025-06-30;P
2021-22;2021-09-06;;Parter;PICCOLI;3,0;0,0;DEF;0,2;2022-01-31;
2021-22;2021-09-06;;ACDF;BUSIO;1,05;0,0;DEF;;2022-08-20;P
2021-22;2021-09-06;;Parter;BASTONI S.;0,15;0,0;DEF;0,15;2022-01-12;
2021-22;2021-09-06;;ACDF;HEYMANS;0,7;0,0;DEF;0,05;2022-01-30;
2021-22;2021-09-06;;Der Holzfaller;RUGGERI;2,0;0,0;DEF;;2023-06-30;P
2021-22;2021-09-06;;Der Holzfaller;SATRIANO;0,6;0,0;DEF;;2022-01-31;P
2021-22;2021-09-06;;Big Black Cimamori;VENUTI;0,05;0,0;DEF;0,1;2024-06-30;
2021-22;2021-09-06;;Los Angeles;IHATTAREN;3,0;0,0;DEF;;2022-01-30;P
2021-22;2021-09-06;;Der Holzfaller;SOPPY;0,05;0,0;DEF;;2023-06-30;P
2021-22;2021-09-06;;CSKA Moscow Mule;FLORENZI;0,05;0,0;DEF;0,05;2022-07-29;
2021-22;2021-09-06;;Vanndoria;DJIDJI;0,05;0,0;DEF;0,05;2022-07-16;
2021-22;2021-09-06;;Der Holzfaller;ROSSI F.;0,05;0,0;DEF;0,02;2022-06-30;
2021-22;2021-09-06;;Olympique Bidet;ANTISTE;0,1;0,0;DEF;;2022-07-16;P
2021-22;2021-09-06;;Los Angeles;SAMARDZIC;0,15;0,0;DEF;;2022-07-12;P
2021-22;2021-09-06;;FK Partizena;REYNOLDS;0,05;0,0;DEF;0,02;2022-06-30;
2021-22;2021-09-06;;CSKA Moscow Mule;RRAHMANI;0,05;0,0;DEF;0,1;2024-06-30;
2021-22;2021-09-06;;Big Black Cimamori;SOUMAORO;0,05;0,0;DEF;0,02;2023-06-30;
2021-22;2021-09-06;;CSKA Moscow Mule;SUTALO;0,05;0,0;DEF;0,05;2022-01-03;
2021-22;2021-09-06;;Agghiaggiande;RUEGG;0,05;0,0;DEF;0,05;2022-07-27;
2021-22;2021-09-06;;ACDF;WALUKIEWICZ;0,1;0,0;DEF;0,05;2022-07-19;
2021-22;2021-09-06;;Parter;HRISTOV;0,05;0,0;DEF;0,1;2024-06-30;
2021-22;2021-09-06;;Big Black Cimamori;AMIAN;0,15;0,0;DEF;0,05;2022-01-03;
2021-22;2021-09-06;;CSKA Moscow Mule;BASIC;0,05;0,0;DEF;0,1;2024-06-30;
2021-22;2021-09-06;;ACDF;DALBERT;0,75;0,0;DEF;0,1;2022-08-27;
2021-22;2021-09-06;;Los Angeles;BUKSA;0,5;0,0;DEF;;2022-07-28;P
2021-22;2021-09-06;;Der Holzfaller;MALEH;1,7;0,0;DEF;0,2;2026-06-30;
2021-22;2021-09-06;;FK Partizena;DAWIDOWICZ;0,05;0,0;DEF;0,05;2022-08-28;
2021-22;2021-09-06;;Los Angeles;HONGLA;0,05;0,0;DEF;0,02;2022-06-30;
2021-22;2021-09-06;;Olympique Bidet;GYOMBER;0,05;0,0;DEF;0,05;2023-06-30;
2021-22;2021-09-06;;Parter;MAENPAA;0,05;0,0;DEF;0,05;2022-01-31;
2021-22;2021-09-06;;FK Partizena;BANDINELLI;0,05;0,0;DEF;0,05;2023-06-30;
2021-22;2021-09-06;;ACDF;CRNIGOJ;0,05;0,0;DEF;0,05;2022-08-20;
2021-22;2021-09-06;;Big Black Cimamori;DARBOE;0,05;0,0;DEF;;2022-06-30;P
2021-22;2021-09-06;;Agghiaggiande;CANCELLIERI;0,05;0,0;DEF;;2023-06-30;P
2021-22;2021-09-06;;Parter;VASQUEZ;0,05;0,0;DEF;0,15;2025-06-30;
2021-22;2021-09-06;;Parter;LEZZERINI;0,05;0,0;DEF;0,1;2022-07-01;
2021-22;2021-09-06;;CSKA Moscow Mule;SCALVINI;0,05;0,0;DEF;;2024-06-30;P
2021-22;2021-09-06;;Los Angeles;STRANDBERG;0,05;0,0;DEF;0,02;2022-06-30;
2021-22;2021-09-06;;Los Angeles;DEIOLA;0,05;0,0;DEF;0,1;2022-07-19;
2021-22;2021-09-06;;Big Black Cimamori;YEPES;0,05;0,0;DEF;;2022-08-23;P
2021-22;2021-09-06;;ACDF;ZURKOWSKI;0,05;0,0;DEF;0,05;2022-01-12;
2021-22;2021-09-06;;Olympique Bidet;SKOV OLSEN;0,05;0,0;DEF;0,1;2022-01-28;
2021-22;2021-09-06;;ACDF;STULAC;0,05;0,0;DEF;0,05;2022-08-20;
2021-22;2021-09-06;;Olympique Bidet;THEATE;0,05;0,0;DEF;0,05;2022-07-30;
2021-22;2021-09-06;;FK Partizena;LUPERTO;0,05;0,0;DEF;0,1;2022-08-05;
2021-22;2021-09-06;;Big Black Cimamori;ZALEWSKI;0,05;0,0;DEF;;2021-07-30;P
2021-22;2021-09-06;;Agghiaggiande;TESSMANN;0,05;0,0;DEF;;2022-06-30;P
2021-22;2021-09-06;;Parter;CARBONI;0,6;0,0;DEF;;2022-06-30;P
2021-22;2021-09-06;;ACDF;PARISI;0,05;0,0;DEF;0,05;2023-06-30;
2021-22;2021-09-06;;Los Angeles;FERRER;0,05;0,0;DEF;0,02;2022-06-30;
2021-22;2021-09-06;;Big Black Cimamori;GYASI;0,05;0,0;DEF;0,02;2022-06-30;
2021-22;2021-09-06;;ACDF;PJACA;0,05;0,0;DEF;0,1;2022-08-27;
2021-22;2021-09-06;;CSKA Moscow Mule;MANCUSO;0,05;0,0;DEF;0,1;2022-01-20;
2021-22;2021-09-06;;CSKA Moscow Mule;DRAGUSIN;0,05;0,0;DEF;;2022-01-08;P
2021-22;2022-01-03;Olympique Bidet;Der Holzfaller;IGOR;0,0;0,0;DEF;0,15;2022-07-26;
2021-22;2022-01-03;CSKA Moscow Mule;FK Partizena;HYSAJ;0,0;0,0;DEF;0,1;2022-07-31;
2021-22;2022-01-03;Big Black Cimamori;Olympique Bidet;AUDERO;0,0;0,0;PRE 6m (DR 2€);;2022-06-30;
2021-22;2022-01-03;Der Holzfaller;Olympique Bidet;GHIGLIONE;0,0;0,0;DEF;0,02;2022-02-01;
2021-22;2022-01-03;CSKA Moscow Mule;Parter;SOTTIL;0,0;0,0;DEF;0,15;2025-06-30;
2021-22;2022-01-03;CSKA Moscow Mule;;MANOLAS;0,0;0,2;IND;;;
2021-22;2022-01-03;CSKA Moscow Mule;Big Black Cimamori;SUTALO;0,0;0,0;DEF;0,02;2022-06-30;
2021-22;2022-01-03;Big Black Cimamori;Der Holzfaller;ZANIOLO;7,0;7,0;DEF;0,2;2026-06-30;
2021-22;2022-01-03;Der Holzfaller;Olympique Bidet;NUYTINCK;0,9;0,9;DEF;0,05;2023-06-30;
2021-22;2022-01-03;Los Angeles;Der Holzfaller;CRAGNO;2,5;2,5;DEF;0,15;2025-06-30;
2021-22;2022-01-03;Big Black Cimamori;FK Partizena;FREULER;0,0;0,0;DEF;0,15;2022-08-14;
2021-22;2022-01-03;Parter;CSKA Moscow Mule;TONALI;0,5;0,5;DEF;0,15;2025-06-30;
2021-22;2022-01-03;Olympique Bidet;Big Black Cimamori;BAKAYOKO;0,0;0,0;DEF;0,05;2023-06-30;
2021-22;2022-01-03;Olympique Bidet;Big Black Cimamori;COLLEY;0,0;0,0;DEF;0,05;2023-06-30;
2021-22;2022-01-03;CSKA Moscow Mule;Der Holzfaller;PAVOLETTI;3,5;3,5;DEF;0,05;2022-07-01;
2021-22;2022-01-03;CSKA Moscow Mule;Olympique Bidet;RABIOT;1,5;1,5;DEF;0,05;2023-06-30;
2021-22;2022-01-03;FK Partizena;Big Black Cimamori;TOLJAN;0,35;0,35;DEF;0,02;2022-06-30;
2021-22;2022-01-03;CSKA Moscow Mule;FK Partizena;FARES;0,05;0,05;DEF;0,05;2022-08-31;
2021-22;2022-01-03;CSKA Moscow Mule;Der Holzfaller;SENSI;1,0;1,0;DEF;0,15;2022-07-15;
2021-22;2022-01-03;CSKA Moscow Mule;FK Partizena;BELOTTI;5,0;5,0;DEF;0,15;2022-07-30;
2021-22;2022-01-03;Big Black Cimamori;CSKA Moscow Mule;RODRIGO BECAO;1,0;1,0;DEF;0,1;2024-06-30;
2021-22;2022-01-03;FK Partizena;CSKA Moscow Mule;DARMIAN;0,45;0,45;DEF;0,1;2022-07-27;
2021-22;2022-01-03;FK Partizena;Big Black Cimamori;DEMME;0,3;0,3;DEF;0,05;2023-06-30;
2021-22;2022-01-03;Der Holzfaller;CSKA Moscow Mule;ARTHUR;3,5;3,5;DEF;0,05;2022-08-31;
2021-22;2022-01-03;Big Black Cimamori;Olympique Bidet;AMIAN;0,25;0,25;DEF;0,05;2023-06-30;
2021-22;2022-01-03;Parter;CSKA Moscow Mule;BARROW;6,0;6,0;DEF;0,1;2022-07-12;
2021-22;2022-01-03;Der Holzfaller;FK Partizena;WALACE;0,2;0,2;DEF;0,05;2023-01-03;
2021-22;2022-01-03;Der Holzfaller;CSKA Moscow Mule;BERNARDESCHI;0,1;0,1;PRE 6m;;2022-06-30;
2021-22;2022-01-03;FK Partizena;CSKA Moscow Mule;EKDAL;0,2;0,2;DEF;0,05;2022-07-01;
2021-22;2022-01-03;FK Partizena;Big Black Cimamori;ZAMBO ANGUISSA;0,35;0,35;DEF;0,05;2023-06-30;
2021-22;2022-01-03;FK Partizena;;ADRIEN SILVA;0,0;0,05;IND;;;
2021-22;2022-01-08;CSKA Moscow Mule;FK Partizena;DRAGUSIN;0,3;0,3;DEF;;2023-06-30;P
2021-22;2022-01-12;CSKA Moscow Mule;ACDF;PRAET;0,0;0,0;DEF;0,05;2022-08-31;
2021-22;2022-01-12;Parter;CSKA Moscow Mule;BASTONI S.;0,0;0,0;PRE 6m;;2022-06-30;
2021-22;2022-01-12;ACDF;CSKA Moscow Mule;ZURKOWSKI;1,0;1,0;DEF;0,1;2022-07-08;
2021-22;2022-01-12;CSKA Moscow Mule;ACDF;DANILO;0,0;0,0;DEF;0,05;2023-06-30;
2021-22;2022-01-12;CSKA Moscow Mule;Parter;KOVALENKO;0,0;0,0;PRE 6m;;2022-06-30;
2021-22;2022-01-12;ACDF;;MAYORAL;0,0;1,5;IND;;;
2021-22;2022-01-12;Agghiaggiande;;SAMIR;0,0;0,1;IND;;;
2021-22;2022-01-12;Olympique Bidet;;VILLAR;0,0;0,2;IND;;;
2021-22;2022-01-12;ACDF;CSKA Moscow Mule;ZAPPACOSTA;1,0;1,0;DEF;0,1;2024-06-30;
2021-22;2022-01-12;Olympique Bidet;;GODIN;0,0;0,3;IND;;;
2021-22;2022-01-20;Agghiaggiande;;BIRASCHI;0,0;0,2;IND;;;
2021-22;2022-01-20;CSKA Moscow Mule;;MANCUSO;0,0;0,05;IND;;;
2021-22;2022-01-28;Olympique Bidet;;SKOV OLSEN;0,0;0,05;IND;;;
2021-22;2022-01-28;CSKA Moscow Mule;Agghiaggiande;CAICEDO;0,0;0,0;PRE 6m;;2022-06-30;
2021-22;2022-01-28;Agghiaggiande;CSKA Moscow Mule;CUTRONE;0,0;0,0;PRE 6m;;2022-06-30;
2021-22;2022-01-30;ACDF;;HEYMANS;0,0;0,4;IND;;;
2021-22;2022-01-30;Parter;Big Black Cimamori;RADU I.;0,05;0,05;DEF;0,02;2022-06-30;
2021-22;2022-01-30;Olympique Bidet;;MURIQI;0,0;0,15;IND;;;
2021-22;2022-01-30;Vanndoria;;CACERES;0,0;0,05;IND;;;
2021-22;2022-01-30;Los Angeles;;IHATTAREN;0,0;0,2;IND;;;
2021-22;2022-01-31;Vanndoria;Parter;THORSBY;0,0;0,0;DEF;0,1;2022-07-19;
2021-22;2022-01-31;Parter;Parter;MAENPAA;0,2;0,0;SVI;;;
2021-22;2022-01-31;Vanndoria;Vanndoria;KOKORIN;0,2;0,0;SVI;;;
2021-22;2022-01-31;ACDF;ACDF;STRYGER LARSEN;0,2;0,0;SVI;;;
2021-22;2022-01-31;Vanndoria;Vanndoria;MAKSIMOVIC;0,2;0,0;SVI;;;
2021-22;2022-01-31;Vanndoria;Parter;ORSOLINI;0,0;0,0;DEF;0,15;2022-07-26;
2021-22;2022-01-31;FK Partizena;FK Partizena;ROG;0,2;0,0;SVI;;;
2021-22;2022-01-31;Vanndoria;Vanndoria;BELEC;0,2;0,0;SVI;;;
2021-22;2022-01-31;Der Holzfaller;;SATRIANO;0,0;0,25;IND;;;
2021-22;2022-01-31;Agghiaggiande;;RAMSEY;0,0;0,1;IND;;;
2021-22;2022-01-31;Parter;Vanndoria;ROVELLA;0,25;0,25;DEF;0,1;2024-06-30;
2021-22;2022-01-31;Parter;;KULUSEVSKI;0,0;0,1;IND;;;
2021-22;2022-01-31;Parter;Vanndoria;PICCOLI;0,25;0,25;DEF;0,1;2024-06-30;
2021-22;2022-01-31;Parter;Olympique Bidet;LOPEZ M.;1,05;1,05;DEF;0,1;2024-06-30;
2021-22;2022-01-31;CSKA Moscow Mule;;BENTANCUR;0,0;1,35;IND;;;
2021-22;2022-01-31;Big Black Cimamori;;SIMY;0,0;0,05;IND;;;
2021-22;2022-02-01;;Agghiaggiande;MAITLAND-NILES;1,6;0,0;DEF;0,1;2022-07-13;
2021-22;2022-02-01;;Olympique Bidet;OLIVEIRA;4,8;0,0;DEF;0,1;2022-07-16;
2021-22;2022-02-01;;FK Partizena;GABBIADINI;1,1;0,0;DEF;0,1;2024-06-30;
2021-22;2022-02-01;;Parter;CABRAL;6,7;0,0;DEF;0,15;2022-07-15;
2021-22;2022-02-01;;Big Black Cimamori;IKONE';6,75;0,0;DEF;0,1;2022-07-18;
2021-22;2022-02-01;;ACDF;CASALE;2,0;0,0;DEF;0,1;2024-06-30;
2021-22;2022-02-01;;CSKA Moscow Mule;CAPRARI;3,5;0,0;DEF;0,1;2024-06-30;
2021-22;2022-02-01;;Vanndoria;KALULU;1,0;0,0;DEF;0,1;2022-07-30;
2021-22;2022-02-01;;ACDF;ZAKARIA;3,1;0,0;DEF;0,1;2022-08-31;
2021-22;2022-02-01;;Olympique Bidet;AMIRI;0,6;0,0;DEF;0,05;2022-08-24;
2021-22;2022-02-01;;Olympique Bidet;OKEREKE;2,0;0,0;DEF;0,05;2022-07-16;
2021-22;2022-02-01;;Olympique Bidet;FRENDRUP;0,05;0,0;DEF;;2022-06-30;P
2021-22;2022-02-01;;FK Partizena;CATALDI;0,65;0,0;DEF;0,15;2025-06-30;
2021-22;2022-02-01;;CSKA Moscow Mule;CUISANCE;0,5;0,0;DEF;0,1;2022-07-01;
2021-22;2022-02-01;;FK Partizena;ASLLANI;0,1;0,0;DEF;;2022-07-12;P
2021-22;2022-02-01;Olympique Bidet;Olympique Bidet;GHIGLIONE;0,4;0,0;SVI;;;
2021-22;2022-02-01;;Der Holzfaller;LAZETIC;0,2;0,0;DEF;;2025-06-30;P
2021-22;2022-02-01;;Big Black Cimamori;AFENA-GYAN;0,55;0,0;DEF;;2024-06-30;P
2021-22;2022-02-01;;Parter;HENDERSON L.;0,2;0,0;DEF;0,1;2024-06-30;
2021-22;2022-02-01;;Parter;VITI;0,1;0,0;DEF;0,1;2022-08-03;
2021-22;2022-02-01;;Vanndoria;ALTARE;0,05;0,0;DEF;0,05;2022-07-27;
2021-22;2022-02-01;;ACDF;CECCARONI;1,0;0,0;DEF;0,05;2022-08-20;
2021-22;2022-02-01;;Vanndoria;MIHAILA;0,05;0,0;DEF;0,1;2022-08-13;
2021-22;2022-02-01;;Vanndoria;PANDUR;0,05;0,0;DEF;0,1;2022-07-07;
2021-22;2022-02-01;;CSKA Moscow Mule;JUAN JESUS;0,05;0,0;DEF;0,05;2023-06-30;
2021-22;2022-02-01;;Agghiaggiande;BUONGIORNO;0,05;0,0;DEF;0,05;2023-06-30;
2021-22;2022-02-01;;Los Angeles;ALEX SANDRO;0,05;0,0;DEF;0,05;2022-08-13;
2021-22;2022-02-01;;Olympique Bidet;VOJVODA;0,05;0,0;DEF;0,05;2023-06-30;
2021-22;2022-02-01;;FK Partizena;DE SCIGLIO;0,05;0,0;DEF;0,05;2023-06-30;
2021-22;2022-02-01;;Agghiaggiande;KIWIOR;0,05;0,0;DEF;0,05;2023-01-25;
2021-22;2022-02-01;;Parter;CIERVO;0,2;0,0;DEF;;2022-08-23;P
2021-22;2022-02-01;;FK Partizena;LUCAS LEIVA;0,05;0,0;DEF;0,02;2022-06-30;
2021-22;2022-02-01;;Parter;DI FRANCESCO F.;0,05;0,0;DEF;0,1;2022-07-01;
2021-22;2022-02-01;;CSKA Moscow Mule;HENRY;0,05;0,0;DEF;0,05;2022-07-16;
2021-22;2022-02-01;;Parter;PIATEK;0,05;0,0;DEF;0,05;2022-07-01;
2021-22;2022-02-01;;Olympique Bidet;BANI;0,1;0,0;DEF;0,02;2022-06-30;
2021-22;2022-02-01;;CSKA Moscow Mule;CEIDE;0,05;0,0;DEF;;2022-06-30;P
2021-22;2022-02-01;;FK Partizena;DE WINTER;0,05;0,0;DEF;;2022-08-23;P
2021-22;2022-02-01;;CSKA Moscow Mule;NSAME;0,05;0,0;DEF;0,05;2022-07-01;
2021-22;2022-02-01;;Parter;PROVEDEL;0,05;0,0;DEF;0,05;2023-06-30;
2021-22;2022-02-01;;Los Angeles;PADELLI;0,05;0,0;DEF;0,02;2022-06-30;
2021-22;2022-02-01;;Parter;MAKENGO;0,05;0,0;DEF;0,1;2022-07-08;
2021-22;2022-02-01;;Der Holzfaller;BINKS;0,05;0,0;DEF;;2022-06-30;P
2021-22;2022-02-03;Olympique Bidet;;PULGAR;0,0;0,4;IND;;;
2021-22;2022-02-07;ACDF;;KALINIC;0,0;0,45;IND;;;
2021-22;2022-03-21;;Agghiaggiande;DYBALA;0,3;0,0;RIN;;;
2021-22;2022-05-23;;Vanndoria;MONTIPO';0,25;0,0;RIN;;;
2021-22;2022-05-23;;FK Partizena;KARSDORP;0,3;0,0;RIN;;;
2021-22;2022-05-23;;FK Partizena;VIGNATO;0,3;0,0;RIN;;;
2021-22;2022-05-23;;FK Partizena;TERRACCIANO;0,25;0,0;RIN;;;
2021-22;2022-05-23;;FK Partizena;DRAGOWSKI;0,25;0,0;RIN;;;
2021-22;2022-05-23;;Parter;RICCI S.;0,15;0,0;RIN;;;
2021-22;2022-05-23;;Parter;SCHOUTEN;0,25;0,0;RIN;;;
2021-22;2022-05-23;;Parter;BONAZZOLI;0,25;0,0;RIN;;;
2021-22;2022-05-23;;ACDF;BOGA;0,25;0,0;RIN;;;
2021-22;2022-05-23;;ACDF;SKORUPSKI;0,25;0,0;RIN;;;
2021-22;2022-05-23;;ACDF;TATARUSANU;0,25;0,0;RIN;;;
2021-22;2022-05-23;;Der Holzfaller;DESTRO;0,25;0,0;RIN;;;
2021-22;2022-05-23;;Der Holzfaller;GAGLIARDINI;0,25;0,0;RIN;;;
2021-22;2022-05-23;;Der Holzfaller;PESSINA;0,35;0,0;RIN;;;
2021-22;2022-05-23;;Agghiaggiande;AUGELLO;0,3;0,0;RIN;;;
2021-22;2022-05-23;;Agghiaggiande;DE LIGT;0,35;0,0;RIN;;;
2021-22;2022-05-23;;ACDF;BENNACER;0,25;0,0;RIN;;;
2021-22;2022-05-23;;CSKA Moscow Mule;SAPONARA;0,25;0,0;RIN;;;
2021-22;2022-05-23;;ACDF;BONAVENTURA;0,25;0,0;RIN;;;
2021-22;2022-05-23;;Olympique Bidet;BONUCCI;0,3;0,0;RIN;;;
2021-22;2022-05-23;;Agghiaggiande;ERLIC;0,3;0,0;RIN;;;
2021-22;2022-05-23;;Agghiaggiande;MANDRAGORA;0,3;0,0;RIN;;;
2021-22;2022-05-23;;Agghiaggiande;SZCZESNY;0,35;0,0;RIN;;;
2021-22;2022-05-23;;Los Angeles;ALEX SANDRO;0,25;0,0;RIN;;;
2021-22;2022-05-23;;Los Angeles;DEMIRAL;0,3;0,0;RIN;;;
2021-22;2022-05-23;;Los Angeles;DJURICIC;0,25;0,0;RIN;;;
2021-22;2022-05-23;;Los Angeles;DUNCAN;0,3;0,0;RIN;;;
2021-22;2022-05-23;;Los Angeles;LUIZ FELIPE;0,3;0,0;RIN;;;
2021-22;2022-05-23;;Los Angeles;NANDEZ;0,25;0,0;RIN;;;
2021-22;2022-05-23;;Los Angeles;VERDI;0,3;0,0;RIN;;;
2021-22;2022-05-23;;Vanndoria;MARUSIC;0,2;0,0;RIN;;;
2021-22;2022-05-23;;Vanndoria;MERTENS;0,2;0,0;RIN;;;
2021-22;2022-05-23;;FK Partizena;CASTROVILLI;0,2;0,0;RIN;;;
2021-22;2022-05-23;;ACDF;SORIANO;0,2;0,0;RIN;;;
2021-22;2022-05-23;;Der Holzfaller;SPORTIELLO;0,2;0,0;RIN;;;
2021-22;2022-05-23;;Los Angeles;DE SILVESTRI;0,2;0,0;RIN;;;
2021-22;2022-05-23;;Big Black Cimamori;CONSIGLI;0,2;0,0;RIN;;;
2021-22;2022-05-23;;Big Black Cimamori;SOUMAORO;0,2;0,0;RIN;;;
2021-22;2022-05-23;Agghiaggiande;;RUEGG;0,0;0,05;IND;;;
2021-22;2022-05-23;;Agghiaggiande;MESSIAS;0,25;0,0;RIN;;;
2021-22;2022-05-23;;Vanndoria;MIGUEL VELOSO;0,2;0,0;RIN;;;
2021-22;2022-05-23;;Agghiaggiande;PELLEGRI;0,02;0,0;RIN;;;
2021-22;2022-05-23;;ACDF;KRUNIC;0,2;0,0;RIN;;;
2021-22;2022-05-31;;CSKA Moscow Mule;OSPINA;0,2;0,0;RIN;;;
2021-22;2022-05-31;;CSKA Moscow Mule;YOSHIDA;0,2;0,0;RIN;;;
2021-22;2022-05-31;;CSKA Moscow Mule;ARTHUR;0,2;0,0;RIN;;;
2021-22;2022-05-31;;CSKA Moscow Mule;AGUDELO;0,2;0,0;RIN;;;
2021-22;2022-05-31;;CSKA Moscow Mule;HENRY;0,2;0,0;RIN;;;
2021-22;2022-05-31;;CSKA Moscow Mule;NSAME;0,2;0,0;RIN;;;
2021-22;2022-06-29;;Agghiaggiande;PELLEGRI;0,05;0,0;RIN;;;
2021-22;2022-06-29;;Los Angeles;AMPADU;0,2;0,0;RIN;;;
2021-22;2022-06-29;;Los Angeles;KESSIE;0,2;0,0;RIN;;;
2021-22;2022-06-29;;Los Angeles;MORATA;0,2;0,0;RIN;;;
2021-22;2022-06-29;;Big Black Cimamori;EL SHAARAWY;0,2;0,0;RIN;;;
2022-23;2022-07-01;CSKA Moscow Mule;Agghiaggiande;CUTRONE;0,0;0,0;DEF;;2022-07-16;
2022-23;2022-07-01;Agghiaggiande;CSKA Moscow Mule;CAICEDO;0,0;0,0;DEF;;2022-07-01;
2022-23;2022-07-01;Parter;CSKA Moscow Mule;KOVALENKO;0,0;0,0;DEF;;2022-08-31;
2022-23;2022-07-01;Der Holzfaller;;PAVOLETTI;0,0;3,55;IND;;;
2022-23;2022-07-01;CSKA Moscow Mule;Der Holzfaller;DJIMSITI;0,0;0,0;DEF;;2023-06-30;
2022-23;2022-07-01;CSKA Moscow Mule;Der Holzfaller;BERNARDESCHI;0,0;0,0;DEF;;2022-07-31;
2022-23;2022-07-01;Parter;CSKA Moscow Mule;AGUDELO;0,0;0,0;DEF;;2022-08-14;
2022-23;2022-07-01;Parter;CSKA Moscow Mule;DAMSGAARD;3,0;3,0;DEF;0,1;2022-08-11;
2022-23;2022-07-01;Big Black Cimamori;FK Partizena;AUDERO;2,0;2,0;DEF;0,1;2025-06-30;
2022-23;2022-07-01;;Der Holzfaller;PAVOLETTI;0,2;0,0;RIN;;;
2022-23;2022-07-01;Parter;FK Partizena;KUMBULLA;0,5;0,5;DEF;0,1;2025-06-30;
2022-23;2022-07-01;CSKA Moscow Mule;Parter;SCHOUTEN;0,0;0,0;DEF;;2024-06-30;
2022-23;2022-07-01;Big Black Cimamori;CSKA Moscow Mule;EL SHAARAWY;0,7;0,7;DEF;0,02;2023-06-30;
2022-23;2022-07-01;CSKA Moscow Mule;Parter;BASTONI S.;0,0;0,0;DEF;;2025-06-30;
2022-23;2022-07-01;Der Holzfaller;;CHIELLINI;0,0;0,55;IND;;;
2022-23;2022-07-01;CSKA Moscow Mule;;YOSHIDA;0,0;0,25;IND;;;
2022-23;2022-07-01;CSKA Moscow Mule;;EKDAL;0,0;0,05;IND;;;
2022-23;2022-07-01;Parter;;ZAPPA;0,0;0,3;IND;;;
2022-23;2022-07-01;CSKA Moscow Mule;;CAICEDO;0,0;2,15;IND;;;
2022-23;2022-07-01;CSKA Moscow Mule;;CUISANCE;0,0;0,5;IND;;;
2022-23;2022-07-01;Parter;;DI FRANCESCO F.;0,0;0,05;IND;;;
2022-23;2022-07-01;Der Holzfaller;;PERISIC;0,0;3,1;IND;;;
2022-23;2022-07-01;Parter;;LEZZERINI;0,0;0,05;IND;;;
2022-23;2022-07-01;CSKA Moscow Mule;;IBRAHIMOVIC;0,0;3,75;IND;;;
2022-23;2022-07-01;Parter;;PIATEK;0,0;0,05;IND;;;
2022-23;2022-07-01;CSKA Moscow Mule;;NSAME;0,0;0,05;IND;;;
2022-23;2022-07-01;Der Holzfaller;;BREKALO;0,0;0,4;IND;;;
2022-23;2022-07-01;CSKA Moscow Mule;;STROOTMAN;0,0;0,2;IND;;;
2022-23;2022-07-04;;Los Angeles;SCAMACCA;0,2;0,0;RIN;;;
2022-23;2022-07-04;Los Angeles;;KESSIE;0,0;0,95;IND;;;
2022-23;2022-07-04;Los Angeles;;LUIZ FELIPE;0,0;0,4;IND;;;
